Rule,File,Line,Before,After,Severity
D7-001,ModelMappedResponse.java,345,Date,LocalDate / LocalDateTime,LOW
D1-001,ModelReftechResponse.java,0,,"Split into ModelReftechResponseCrudService, ModelReftechResponseQueryService, etc.",MEDIUM
D1-004,ModelReftechResponse.java,219,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,ModelResponse.java,0,,"Split into ModelResponseCrudService, ModelResponseQueryService, etc.",MEDIUM
D1-004,ModelResponse.java,321,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ModelResponse.java,103,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelResponse.java,121,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelResponse.java,305,Date,LocalDate / LocalDateTime,LOW
D1-002,CountWebServiceJpaRepository.java,40,,Extract private helper methods for logical blocks,MEDIUM
D1-002,BrandWebServiceImpl.java,201,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarWebServiceImpl.java,227,,Group parameters into a Request DTO,LOW
D1-002,CarWebServiceImpl.java,282,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarWebServiceImpl.java,436,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarWebServiceImpl.java,535,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarWebServiceImpl.java,628,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarWebServiceImpl.java,723,,Group parameters into a Request DTO,LOW
D1-002,ModelWebServiceImpl.java,247,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ModelWebServiceImpl.java,393,,Extract private helper methods for logical blocks,MEDIUM
D11-001,Constants.java,72,"private String REQUEST_HEADER_API_KEY = ""API-Key"";","@Value(""${request_header_api_key}"") private String REQUEST_HEADER_API_KEY;",CRITICAL
D11-001,Constants.java,157,"private String CIN_API_KEY = ""1448a8f83def4b839c9d1460046e45dd"";","@Value(""${cin_api_key}"") private String CIN_API_KEY;",CRITICAL
D1-001,MisterAutoUtil.java,0,,"Split into MisterAutoUtilCrudService, MisterAutoUtilQueryService, etc.",MEDIUM
D11-001,ResponseMessages.java,15,"private String NULL_API_KEY = ""NULL API KEY"";","@Value(""${null_api_key}"") private String NULL_API_KEY;",CRITICAL
D11-001,ResponseMessages.java,16,"private String EMPTY_API_KEY = ""EMPTY API KEY"";","@Value(""${empty_api_key}"") private String EMPTY_API_KEY;",CRITICAL
D11-001,ResponseMessages.java,17,"private String INVALID_API_KEY = ""INVALID API KEY"";","@Value(""${invalid_api_key}"") private String INVALID_API_KEY;",CRITICAL
D1-001,AbstractResource.java,0,,"Split into AbstractResourceCrudService, AbstractResourceQueryService, etc.",MEDIUM
D1-002,AbstractResource.java,481,,Extract private helper methods for logical blocks,MEDIUM
D1-002,BrandResource.java,60,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarResource.java,103,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarResource.java,103,,Group parameters into a Request DTO,LOW
D1-002,CarResource.java,249,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarResource.java,297,,Group parameters into a Request DTO,LOW
D1-002,CarResource.java,374,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ModelResource.java,76,,Extract private helper methods for logical blocks,MEDIUM
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-002,CorvetRequestTestDefault.java,12,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiDeployedRepositoryImpl.java,57,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiDeployedRepositoryImpl.java,96,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ServiceHistoryRepositoryImpl.java,103,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleDescriptionDetailsRepositoryImpl.java,47,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleDescriptionDetailsRepositoryImpl.java,83,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleIdentificationNumberJpaRepository.java,83,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleIdentifierSectionRepositoryImpl.java,41,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VinBrandRepositoryImpl.java,48,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VinWarrantyJpaRepository.java,49,,Extract private helper methods for logical blocks,MEDIUM
D1-004,CicsConfiguration.java,110,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,ApplicableServiceCampaignsJsonRepresentation.java,0,,"Split into ApplicableServiceCampaignsJsonRepresentationCrudService, ApplicableServiceCampaignsJsonRepresentationQueryService, etc.",MEDIUM
D1-001,ApplicableWarrantyClaimsJsonRepresentation.java,0,,"Split into ApplicableWarrantyClaimsJsonRepresentationCrudService, ApplicableWarrantyClaimsJsonRepresentationQueryService, etc.",MEDIUM
D1-001,CorvetVehiculeListJsonResponse.java,0,,"Split into CorvetVehiculeListJsonResponseCrudService, CorvetVehiculeListJsonResponseQueryService, etc.",MEDIUM
D1-004,CountryConstRangeResponse.java,81,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,CountryConstRangeResponse.java,65,Date,LocalDate / LocalDateTime,LOW
D1-001,EsaResponseJson.java,0,,"Split into EsaResponseJsonCrudService, EsaResponseJsonQueryService, etc.",MEDIUM
D1-001,LicensePlateJsonRepresentation.java,0,,"Split into LicensePlateJsonRepresentationCrudService, LicensePlateJsonRepresentationQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyContractJsonResponse.java,0,,"Split into SagaiWarrantyContractJsonResponseCrudService, SagaiWarrantyContractJsonResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyContractListJsonResponse.java,0,,"Split into SagaiWarrantyContractListJsonResponseCrudService, SagaiWarrantyContractListJsonResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyProductsJsonResponse.java,0,,"Split into SagaiWarrantyProductsJsonResponseCrudService, SagaiWarrantyProductsJsonResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyQuantitiesJsonResponse.java,0,,"Split into SagaiWarrantyQuantitiesJsonResponseCrudService, SagaiWarrantyQuantitiesJsonResponseQueryService, etc.",MEDIUM
D1-001,ServiceDealerJsonResponse.java,0,,"Split into ServiceDealerJsonResponseCrudService, ServiceDealerJsonResponseQueryService, etc.",MEDIUM
D1-001,ServiceHistoryJson.java,0,,"Split into ServiceHistoryJsonCrudService, ServiceHistoryJsonQueryService, etc.",MEDIUM
D1-001,TraxioJsonRepresentation.java,0,,"Split into TraxioJsonRepresentationCrudService, TraxioJsonRepresentationQueryService, etc.",MEDIUM
D1-001,VehicleJsonRepresentation.java,0,,"Split into VehicleJsonRepresentationCrudService, VehicleJsonRepresentationQueryService, etc.",MEDIUM
D7-001,ServiceHistory.java,40,Date,LocalDate / LocalDateTime,LOW
D7-001,ServiceHistory.java,83,Date,LocalDate / LocalDateTime,LOW
D7-001,ServiceHistory.java,92,Date,LocalDate / LocalDateTime,LOW
D1-004,ServiceHistoryIdentifier.java,95,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,VehicleDescriptionDetails.java,0,,"Split into VehicleDescriptionDetailsCrudService, VehicleDescriptionDetailsQueryService, etc.",MEDIUM
D1-002,VehicleDescriptionDetails.java,239,,Extract private helper methods for logical blocks,MEDIUM
D1-004,VehicleDescriptionDetails.java,314,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,VehicleDescriptionDetails.java,34,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,37,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,46,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,49,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,95,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,104,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,113,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,122,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,167,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,176,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,185,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleDescriptionDetails.java,194,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleIdentificationNumber.java,40,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleIdentificationNumber.java,65,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleIdentificationNumber.java,74,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleIdentifierSection.java,34,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleIdentifierSection.java,99,Date,LocalDate / LocalDateTime,LOW
D7-001,VehicleIdentifierSection.java,108,Date,LocalDate / LocalDateTime,LOW
D7-001,VinWarranty.java,39,Date,LocalDate / LocalDateTime,LOW
D7-001,VinWarranty.java,82,Date,LocalDate / LocalDateTime,LOW
D7-001,VinWarranty.java,91,Date,LocalDate / LocalDateTime,LOW
D1-001,AbstractService.java,0,,"Split into AbstractServiceCrudService, AbstractServiceQueryService, etc.",MEDIUM
D1-003,AbstractService.java,126,,Group parameters into a Request DTO,LOW
D1-002,AbstractService.java,360,,Extract private helper methods for logical blocks,MEDIUM
D7-001,AbstractService.java,437,Date,LocalDate / LocalDateTime,LOW
D7-001,AbstractService.java,438,Date,LocalDate / LocalDateTime,LOW
D7-001,AbstractService.java,457,Date,LocalDate / LocalDateTime,LOW
D7-001,AbstractService.java,458,Date,LocalDate / LocalDateTime,LOW
D7-001,AbstractService.java,474,Date,LocalDate / LocalDateTime,LOW
D7-001,AbstractService.java,478,Date,LocalDate / LocalDateTime,LOW
D1-001,CartellServiceImpl.java,0,,"Split into CartellServiceImplCrudService, CartellServiceImplQueryService, etc.",MEDIUM
D1-002,CartellServiceImpl.java,353,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CartellServiceImpl.java,393,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CartellServiceImpl.java,465,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CartellServiceImpl.java,465,,Group parameters into a Request DTO,LOW
D1-002,CartellServiceImpl.java,518,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CartellServiceImpl.java,643,,Group parameters into a Request DTO,LOW
D1-003,CartellServiceImpl.java,674,,Group parameters into a Request DTO,LOW
D1-003,CartellServiceImpl.java,813,,Group parameters into a Request DTO,LOW
D1-001,CorvetServiceImpl.java,0,,"Split into CorvetServiceImplCrudService, CorvetServiceImplQueryService, etc.",MEDIUM
D1-002,CorvetServiceImpl.java,119,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,177,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CorvetServiceImpl.java,177,,Group parameters into a Request DTO,LOW
D1-002,CorvetServiceImpl.java,266,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,340,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,408,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,484,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,529,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,665,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,751,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,857,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,922,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CorvetServiceImpl.java,922,,Group parameters into a Request DTO,LOW
D1-002,CorvetServiceImpl.java,1013,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,1078,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,1302,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,1492,,Extract private helper methods for logical blocks,MEDIUM
D7-001,CorvetServiceImpl.java,643,Date,LocalDate / LocalDateTime,LOW
D7-001,CorvetServiceImpl.java,676,Date,LocalDate / LocalDateTime,LOW
D7-001,CorvetServiceImpl.java,677,Date,LocalDate / LocalDateTime,LOW
D1-001,ElectronicServiceAssistantServiceImpl.java,0,,"Split into ElectronicServiceAssistantServiceImplCrudService, ElectronicServiceAssistantServiceImplQueryService, etc.",MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,139,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,230,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,307,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,436,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,590,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,656,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,789,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ElectronicServiceAssistantServiceImpl.java,1059,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsaServiceHistoryImpl.java,119,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsaServiceHistoryImpl.java,212,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsaServiceHistoryImpl.java,268,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsaServiceHistoryImpl.java,335,,Extract private helper methods for logical blocks,MEDIUM
D1-002,RecoverDescriptionServiceImpl.java,130,,Extract private helper methods for logical blocks,MEDIUM
D1-002,RecoverDescriptionServiceImpl.java,175,,Extract private helper methods for logical blocks,MEDIUM
D1-004,RecoverDescriptionServiceImpl.java,205,,private static final int CONSTANT_NAME = 408;,LOW
D1-002,RecoverDescriptionServiceImpl.java,229,,Extract private helper methods for logical blocks,MEDIUM
D1-004,RecoverDescriptionServiceImpl.java,264,,private static final int CONSTANT_NAME = 408;,LOW
D1-002,RecoverDescriptionServiceImpl.java,281,,Extract private helper methods for logical blocks,MEDIUM
D1-002,RecoverDescriptionServiceImpl.java,322,,Extract private helper methods for logical blocks,MEDIUM
D1-004,RecoverDescriptionServiceImpl.java,345,,private static final int CONSTANT_NAME = 4;,LOW
D1-002,RecoverDescriptionServiceImpl.java,555,,Extract private helper methods for logical blocks,MEDIUM
D1-002,RecoverDescriptionServiceImpl.java,721,,Extract private helper methods for logical blocks,MEDIUM
D1-002,RecoverDescriptionServiceImpl.java,768,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiContractServiceImpl.java,71,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiContractServiceImpl.java,159,,Extract private helper methods for logical blocks,MEDIUM
D1-001,SagaiWarrantyServiceImpl.java,0,,"Split into SagaiWarrantyServiceImplCrudService, SagaiWarrantyServiceImplQueryService, etc.",MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,154,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,199,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,255,,Extract private helper methods for logical blocks,MEDIUM
D1-003,SagaiWarrantyServiceImpl.java,317,,Group parameters into a Request DTO,LOW
D1-002,SagaiWarrantyServiceImpl.java,353,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,440,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,501,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,598,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,849,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiWarrantyServiceImpl.java,903,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiZosServiceImpl.java,87,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiZosServiceImpl.java,148,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiZosServiceImpl.java,215,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiZosServiceImpl.java,289,,Extract private helper methods for logical blocks,MEDIUM
D1-003,SagaiZosServiceImpl.java,289,,Group parameters into a Request DTO,LOW
D1-002,SagaiZosServiceImpl.java,351,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiZosServiceImpl.java,415,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiZosServiceImpl.java,559,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,89,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,197,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,341,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,429,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,518,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,598,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,695,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,826,,Extract private helper methods for logical blocks,MEDIUM
D7-001,ThubServiceImpl.java,356,Date,LocalDate / LocalDateTime,LOW
D7-001,ThubServiceImpl.java,357,Date,LocalDate / LocalDateTime,LOW
D7-001,ThubServiceImpl.java,504,Date,LocalDate / LocalDateTime,LOW
D1-002,TraxioServiceImpl.java,73,,Extract private helper methods for logical blocks,MEDIUM
D1-003,TraxioServiceImpl.java,211,,Group parameters into a Request DTO,LOW
D1-002,VinBrandServiceImpl.java,99,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VinBrandServiceImpl.java,152,,Extract private helper methods for logical blocks,MEDIUM
D1-001,VISServiceImpl.java,0,,"Split into VISServiceImplCrudService, VISServiceImplQueryService, etc.",MEDIUM
D1-002,VISServiceImpl.java,104,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,227,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,272,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,483,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,564,,Extract private helper methods for logical blocks,MEDIUM
D1-004,VISServiceImpl.java,590,,private static final int CONSTANT_NAME = 408;,LOW
D1-004,VISServiceImpl.java,593,,private static final int CONSTANT_NAME = 406;,LOW
D1-002,VISServiceImpl.java,635,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,681,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,738,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VISServiceImpl.java,878,,Extract private helper methods for logical blocks,MEDIUM
D1-001,ActiveContractsRequestParameter.java,0,,"Split into ActiveContractsRequestParameterCrudService, ActiveContractsRequestParameterQueryService, etc.",MEDIUM
D7-001,ActiveContractsRequestParameter.java,51,StringBuffer,StringBuilder (if single-threaded),LOW
D11-001,Constants.java,567,"private String API_KEY = ""API-Key"";","@Value(""${api_key}"") private String API_KEY;",CRITICAL
D11-001,Constants.java,737,"private String API_KEY_SPLIT = ""\\s*,\\s*"";","@Value(""${api_key_split}"") private String API_KEY_SPLIT;",CRITICAL
D1-001,VinRequestParameter.java,0,,"Split into VinRequestParameterCrudService, VinRequestParameterQueryService, etc.",MEDIUM
D1-002,ActiveContractResource.java,71,,Extract private helper methods for logical blocks,MEDIUM
D1-003,ActiveContractResource.java,71,,Group parameters into a Request DTO,LOW
D7-001,ActiveContractResource.java,108,Date,LocalDate / LocalDateTime,LOW
D1-002,HealthResource.java,96,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,159,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,221,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,282,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,338,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,407,,Extract private helper methods for logical blocks,MEDIUM
D1-004,HealthResource.java,433,,private static final int CONSTANT_NAME = 6;,LOW
D1-002,HealthResource.java,496,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,641,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,694,,Extract private helper methods for logical blocks,MEDIUM
D7-001,HealthResource.java,464,Date,LocalDate / LocalDateTime,LOW
D1-002,VehicleIdentificationNumberResource.java,112,,Extract private helper methods for logical blocks,MEDIUM
D1-003,VehicleIdentificationNumberResource.java,112,,Group parameters into a Request DTO,LOW
D1-004,VehicleIdentificationNumberResource.java,243,,private static final int CONSTANT_NAME = 408;,LOW
D1-002,VehicleIdentificationNumberResource.java,300,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleIdentificationNumberResource.java,469,,Extract private helper methods for logical blocks,MEDIUM
D1-003,VehicleIdentificationNumberResource.java,469,,Group parameters into a Request DTO,LOW
D1-002,VehicleIdentificationNumberResource.java,596,,Extract private helper methods for logical blocks,MEDIUM
D1-004,VehicleIdentificationNumberResource.java,636,,private static final int CONSTANT_NAME = 408;,LOW
D1-004,VehicleIdentificationNumberResource.java,638,,private static final int CONSTANT_NAME = 406;,LOW
D1-004,VehicleIdentificationNumberResource.java,640,,private static final int CONSTANT_NAME = 406;,LOW
D1-002,ProcessIN02.java,36,,Extract private helper methods for logical blocks,MEDIUM
D3-001,ProcessIN02.java,46,,Use StringBuilder instead of String concatenation in loops,MEDIUM
D1-002,ProcessIN07.java,37,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ProcessIN07.java,83,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ProcessIN07.java,122,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ProcessVe01.java,27,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiMain.java,79,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiMain.java,167,,Extract private helper methods for logical blocks,MEDIUM
D1-002,SagaiMain.java,226,,Extract private helper methods for logical blocks,MEDIUM
D1-004,SagaiMain.java,258,,private static final int CONSTANT_NAME = 3;,LOW
D1-004,SagaiMain.java,260,,private static final int CONSTANT_NAME = 3;,LOW
D1-004,SagaiMain.java,260,,private static final int CONSTANT_NAME = 9;,LOW
D1-004,SagaiMain.java,262,,private static final int CONSTANT_NAME = 9;,LOW
D1-004,SagaiMain.java,262,,private static final int CONSTANT_NAME = 17;,LOW
D8-001,SagaiMain.java,79,Connection resource = new Connection(...);,try (Connection resource = new Connection(...)) { ... },HIGH
D1-002,SagaiServiceCall.java,76,,Extract private helper methods for logical blocks,MEDIUM
D1-001,VinRequestParameter.java,0,,"Split into VinRequestParameterCrudService, VinRequestParameterQueryService, etc.",MEDIUM
D7-001,CountryConstRangeResponse.java,62,Date,LocalDate / LocalDateTime,LOW
D1-001,EsaResponse.java,0,,"Split into EsaResponseCrudService, EsaResponseQueryService, etc.",MEDIUM
D1-001,LicensePlateJsonResponse.java,0,,"Split into LicensePlateJsonResponseCrudService, LicensePlateJsonResponseQueryService, etc.",MEDIUM
D1-001,PcdDataResponse.java,0,,"Split into PcdDataResponseCrudService, PcdDataResponseQueryService, etc.",MEDIUM
D1-001,RecallCampaignsOVResponse.java,0,,"Split into RecallCampaignsOVResponseCrudService, RecallCampaignsOVResponseQueryService, etc.",MEDIUM
D1-001,SagaiLcdv.java,0,,"Split into SagaiLcdvCrudService, SagaiLcdvQueryService, etc.",MEDIUM
D1-001,ServiceDealerResponse.java,0,,"Split into ServiceDealerResponseCrudService, ServiceDealerResponseQueryService, etc.",MEDIUM
D1-001,ServiceHistoryResponse.java,0,,"Split into ServiceHistoryResponseCrudService, ServiceHistoryResponseQueryService, etc.",MEDIUM
D1-001,VinCarResponse.java,0,,"Split into VinCarResponseCrudService, VinCarResponseQueryService, etc.",MEDIUM
D7-001,VinCarResponse.java,709,Date,LocalDate / LocalDateTime,LOW
D1-001,WarrantyClaimsResponse.java,0,,"Split into WarrantyClaimsResponseCrudService, WarrantyClaimsResponseQueryService, etc.",MEDIUM
D1-001,WarrantyResponse.java,0,,"Split into WarrantyResponseCrudService, WarrantyResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyContractJsonResponse.java,0,,"Split into SagaiWarrantyContractJsonResponseCrudService, SagaiWarrantyContractJsonResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyContractListJsonResponse.java,0,,"Split into SagaiWarrantyContractListJsonResponseCrudService, SagaiWarrantyContractListJsonResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyProductsJsonResponse.java,0,,"Split into SagaiWarrantyProductsJsonResponseCrudService, SagaiWarrantyProductsJsonResponseQueryService, etc.",MEDIUM
D1-001,SagaiWarrantyQuantitiesJsonResponse.java,0,,"Split into SagaiWarrantyQuantitiesJsonResponseCrudService, SagaiWarrantyQuantitiesJsonResponseQueryService, etc.",MEDIUM
